movie_title,pacing_efficiency,originality,family_friendly,plot_quality_rating,plot_quality_reasons_for_liking,plot_quality_reasons_for_disliking,dialogues,end_feeling_emotional_adjective,end_feeling_ending_rating,end_feeling_structural_adjective,immersive,impactful,overall_feeling,visuals,visual_effects,sound_audio_balance_issue,sound_bgm_quality,sound_song_tracks_quality,performance_of_actors,connected,references_contained,cognitive_requirement,technical_knowledge_required,photosensitivity_warnings,animal_harm,trailer_or_spoiler
Brokeback Mountain,3,5,1,4,"['strong_pacing', 'tight_structure']",['predictable'],4,sad,5,earned,5,5,4,5,4,False,5,4,5,1,1,2,1,1,2,4
3:10 to Yuma,4,3,2,4,"['unpredictable', 'plot_twists', 'strong_pacing']",[],4,bittersweet,4,earned,4,4,4,4,3,False,4,3,5,1,1,3,1,1,2,3
Crash,3,3,1,2,"['plot_twists', 'tight_structure']","['plot_holes', 'predictable', 'cliche', 'narrative_inconsistency']",2,bittersweet,3,satisfying,3,4,3,3,3,False,4,3,4,4,1,3,1,1,1,3
Kung fu,3,3,3,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",3,energized,4,satisfying,4,3,3,3,2,False,4,3,3,3,3,2,1,1,2,3
The Bourne Supremacy,5,3,1,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,4,5,4,4,4,False,5,4,4,5,4,3,1,2,1,3
The Machinist,3,4,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],3,bittersweet,4,earned,5,5,4,5,4,False,4,3,5,1,1,4,1,3,1,3
Ray,4,3,2,4,"['strong_pacing', 'tight_structure']",['predictable'],4,bittersweet,4,earned,5,5,4,4,3,False,4,5,5,4,4,3,1,1,1,3
Lost in Translation,3,4,1,4,"['unpredictable', 'tight_structure']",[],5,bittersweet,5,ambiguous,5,5,4,5,3,False,5,5,5,1,2,3,1,1,1,3
Harry Potter and the Goblet of Fire,3,4,3,4,"['unpredictable', 'plot_twists', 'strong_pacing']","['plot_holes', 'narrative_inconsistency']",3,bittersweet,4,earned,4,5,3,4,4,False,4,4,4,5,5,3,1,2,1,1
Man on Fire,3,3,1,4,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",4,bittersweet,4,earned,5,5,4,4,4,False,5,4,5,1,2,3,1,3,1,3
Coraline,3,5,2,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,bittersweet,4,satisfying,5,5,4,5,5,False,4,4,4,1,2,3,1,2,2,3
The Last Samurai,3,3,2,4,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",4,bittersweet,4,satisfying,5,4,4,5,4,False,5,5,5,1,2,3,1,2,3,3
The Magdalene Sisters,3,4,1,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,3,2,False,3,3,5,1,1,4,1,1,1,4
Good Bye Lenin!,3,5,4,4,"['unpredictable', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,3,3,False,5,4,5,1,5,3,1,1,1,3
In America,4,4,3,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,3,3,False,4,3,5,1,1,3,1,1,1,3
I Am Sam,3,3,4,2,['tight_structure'],"['predictable', 'cliche']",2,bittersweet,3,earned,2,3,2,3,3,False,4,4,4,1,4,2,1,1,1,3
Adaptation.,3,5,1,5,"['unpredictable', 'plot_twists', 'tight_structure']",[],5,bittersweet,4,earned,4,5,5,3,3,False,4,3,5,1,5,5,4,1,1,3
Black Hawk Down,5,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,5,4,5,5,False,4,4,4,1,1,3,2,5,2,3
Road to Perdition,3,3,1,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,5,3,False,5,3,5,1,1,3,1,1,1,3
Das Experiment,4,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",['predictable'],3,sad,4,earned,5,5,4,3,3,False,4,3,5,1,1,4,1,1,1,3
Billy Elliot,3,4,4,4,['tight_structure'],['predictable'],4,bittersweet,5,earned,4,5,4,3,3,False,4,5,5,3,4,3,1,1,1,3
Hedwig and the Angry Inch,4,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,satisfying,5,5,5,4,4,False,5,5,5,1,2,4,1,2,1,3
Ocean's Eleven,5,4,3,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,energized,5,earned,4,5,5,4,4,False,5,4,5,5,3,3,1,1,1,3
Vampire Hunter D: Bloodlust,4,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],3,bittersweet,4,earned,5,5,4,5,5,False,4,4,4,3,2,3,1,2,3,3
"O Brother, Where Art Thou?",3,5,3,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,happy,4,satisfying,5,4,4,5,4,False,5,5,5,3,5,3,1,1,2,4
Interstate 60: Episodes of the Road,3,5,3,4,"['unpredictable', 'tight_structure']",['cliche'],4,energized,4,earned,4,4,4,3,3,False,4,4,4,1,3,4,1,1,1,3
"South Park: Bigger, Longer & Uncut",5,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,4,5,5,3,3,False,3,5,5,4,5,4,1,1,1,3
Office Space,3,4,2,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,satisfying,4,5,4,3,3,False,3,5,5,1,2,2,1,1,1,3
Happiness,3,5,1,4,"['unpredictable', 'tight_structure']",[],5,neutral,4,earned,5,5,4,3,3,False,3,3,5,1,1,4,1,1,1,4
Training Day,4,4,1,4,"['strong_pacing', 'tight_structure']",[],5,energized,4,satisfying,4,5,4,3,3,False,4,4,5,1,2,3,1,1,2,3
Rushmore,3,5,3,4,"['unpredictable', 'tight_structure']",[],5,bittersweet,4,satisfying,4,4,4,5,3,False,5,5,5,1,2,3,1,1,1,3
Abre los ojos,3,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",['narrative_inconsistency'],4,bittersweet,4,ambiguous,5,5,4,4,3,False,4,4,4,1,2,5,2,3,1,3
Being John Malkovich,3,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],5,bittersweet,4,earned,4,5,4,3,3,False,4,4,5,1,5,4,1,1,1,3
As Good as It Gets,3,4,1,4,['tight_structure'],['predictable'],5,happy,4,earned,4,4,4,3,3,False,3,3,5,1,2,3,1,1,1,3
The Fifth Element,4,5,2,3,"['strong_pacing', 'unpredictable']",['cliche'],4,happy,4,earned,5,4,4,5,4,False,4,5,4,1,1,2,1,2,1,3
Le dîner de cons,5,4,2,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,4,5,5,3,1,False,3,1,5,1,2,3,1,1,1,3
Donnie Brasco,3,4,1,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,5,5,4,3,3,False,3,3,5,1,2,3,1,1,1,3
Shine,2,4,2,4,"['strong_pacing', 'tight_structure']",['predictable'],4,bittersweet,4,earned,4,4,4,3,3,False,5,5,5,1,1,3,1,1,1,3
Primal Fear,4,4,1,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,energized,5,satisfying,4,5,4,3,3,False,4,4,5,3,3,4,2,1,1,5
Hamlet,3,5,2,5,"['unpredictable', 'plot_twists', 'tight_structure']",[],5,sad,5,earned,4,5,5,4,3,False,4,3,5,1,5,5,2,1,1,5
A Little Princess,3,3,5,4,"['strong_pacing', 'tight_structure']",['cliche'],4,happy,5,satisfying,4,4,4,5,4,False,5,5,5,1,2,2,1,1,1,2
Do lok tin si,3,4,1,3,"['unpredictable', 'strong_pacing', 'tight_structure']",['narrative_inconsistency'],4,bittersweet,4,earned,5,4,4,5,4,False,5,5,4,4,2,4,2,4,1,3
Il postino,3,4,3,4,"['tight_structure', 'strong_pacing']",[],5,bittersweet,5,earned,5,5,5,4,3,False,5,3,5,1,3,3,1,1,1,3
Clerks,3,5,1,3,['tight_structure'],[],5,neutral,4,earned,4,5,4,2,1,False,2,4,3,5,5,2,1,1,1,1
Short Cuts,2,5,1,4,"['unpredictable', 'tight_structure']",[],5,sad,3,ambiguous,4,5,4,3,3,True,3,4,5,1,3,5,1,1,4,4
Philadelphia,3,4,2,4,"['strong_pacing', 'tight_structure']",['predictable'],4,bittersweet,4,earned,4,5,4,3,3,False,4,5,5,1,1,3,1,1,1,3
The Muppet Christmas Carol,4,3,5,4,"['strong_pacing', 'tight_structure']",['predictable'],4,happy,5,satisfying,4,5,5,4,3,False,4,5,5,4,4,1,1,1,1,1
Malcolm X,4,4,2,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,sad,5,earned,5,5,5,4,3,False,5,4,5,5,5,4,1,1,1,1
The Last of the Mohicans,4,3,2,4,"['strong_pacing', 'tight_structure']",['cliche'],4,bittersweet,4,satisfying,5,4,4,5,4,False,5,5,5,1,3,3,1,2,3,3
Kurenai no buta,3,5,4,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,4,4,5,4,False,5,4,4,1,2,3,1,1,1,3
Glengarry Glen Ross,3,5,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,neutral,5,earned,5,5,5,3,3,False,4,3,5,1,1,3,1,1,1,3
A Few Good Men,4,3,2,5,"['strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,4,5,4,3,3,False,3,3,5,1,1,3,2,1,1,5
Fried Green Tomatoes,3,3,3,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,3,3,False,4,4,5,4,2,3,1,1,3,3
Barton Fink,2,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",['narrative_inconsistency'],5,neutral,4,ambiguous,5,5,4,5,3,False,5,3,5,1,4,5,2,2,1,3
Miller's Crossing,4,5,1,5,"['unpredictable', 'plot_twists', 'tight_structure']",[],5,bittersweet,4,earned,5,5,5,5,4,False,5,4,5,1,2,4,1,1,2,3
Who Framed Roger Rabbit,5,5,3,4,"['unpredictable', 'plot_twists', 'strong_pacing']",[],5,happy,4,earned,5,5,5,5,5,False,5,4,5,3,5,3,1,2,1,3
Spoorloos,3,5,1,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,sad,5,earned,5,5,5,3,3,False,4,3,5,1,1,4,1,1,1,5
Withnail & I,3,5,1,4,"['tight_structure', 'unpredictable']",[],5,bittersweet,5,earned,4,5,5,3,3,False,3,3,5,1,2,3,1,1,1,1
The Last Emperor,3,4,3,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,5,4,5,4,False,5,5,4,1,1,4,1,1,1,3
Empire of the Sun,3,4,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,5,4,False,5,4,5,1,2,3,1,1,2,1
Der Name der Rose,3,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,5,4,4,4,3,False,4,3,5,1,5,4,2,1,3,3
Blue Velvet,3,5,1,4,"['unpredictable', 'tight_structure']",['narrative_inconsistency'],4,bittersweet,4,satisfying,5,5,5,5,3,False,5,5,5,1,4,4,1,1,1,2
The Purple Rose of Cairo,3,5,3,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],5,bittersweet,5,earned,4,4,4,3,3,False,4,4,5,1,4,3,1,1,1,3
After Hours,5,5,1,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,neutral,5,earned,5,5,5,5,4,False,5,4,5,1,2,3,1,2,1,5
Zelig,3,5,3,4,"['unpredictable', 'tight_structure']",[],4,neutral,3,satisfying,5,4,4,5,5,False,4,4,4,1,5,4,2,1,1,3
The Verdict,3,4,2,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,4,4,4,3,3,False,4,3,5,1,1,3,1,1,1,4
Star Trek II: The Wrath of Khan,4,4,3,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,4,5,5,4,4,False,5,4,5,5,5,3,2,1,3,4
First Blood,3,3,1,4,"['strong_pacing', 'tight_structure']",[],3,bittersweet,4,earned,4,5,4,3,3,False,4,3,4,1,1,1,1,1,1,3
Ordinary People,3,4,2,4,"['tight_structure', 'unpredictable']",[],5,bittersweet,4,earned,4,5,4,3,1,False,3,1,5,1,1,3,1,1,1,3
Airplane!,5,5,3,3,['unpredictable'],"['predictable', 'cliche']",5,energized,4,satisfying,4,5,5,3,3,False,3,4,5,1,5,3,1,1,1,1
Rupan sansei: Kariosutoro no shiro,5,4,5,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,4,5,4,5,4,False,5,5,4,3,3,2,1,1,1,3
Halloween,3,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],3,energized,5,ambiguous,4,5,4,4,3,False,5,3,4,1,1,1,1,2,1,3
Le locataire,3,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],3,sad,5,earned,5,5,4,5,3,False,4,3,5,1,1,4,1,1,1,5
Love and Death,3,4,2,3,['unpredictable'],['predictable'],4,bittersweet,3,satisfying,2,3,3,3,1,False,4,4,4,1,5,4,1,1,1,1
The Taking of Pelham One Two Three,5,4,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,energized,4,earned,5,5,5,4,3,False,5,3,5,1,1,3,1,1,1,5
Blazing Saddles,5,5,1,4,"['unpredictable', 'tight_structure']",[],5,energized,5,satisfying,4,5,5,3,3,False,4,4,5,1,5,3,1,1,1,2
Serpico,3,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,3,3,False,4,3,5,1,3,3,1,1,1,3
Enter the Dragon,3,5,2,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",2,energized,4,satisfying,4,5,4,3,3,False,5,3,4,1,3,2,1,4,1,3
Deliverance,4,5,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,5,5,5,4,False,5,5,5,1,1,4,1,1,3,3
The French Connection,5,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,disappointed,4,abrupt,5,5,5,4,3,False,4,3,5,3,2,3,1,1,1,3
Dirty Harry,5,4,1,4,"['strong_pacing', 'tight_structure', 'unpredictable']",[],5,bittersweet,4,ambiguous,4,5,4,4,3,False,5,3,5,4,1,3,1,1,1,3
Where Eagles Dare,5,4,2,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],3,energized,5,satisfying,4,5,4,4,4,False,5,4,4,1,1,4,1,1,1,5
The Odd Couple,3,3,3,4,"['tight_structure', 'strong_pacing']",[],5,bittersweet,4,satisfying,4,5,4,3,1,False,5,3,5,1,1,2,1,1,1,3
The Dirty Dozen,4,4,1,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,4,5,4,3,3,False,4,3,5,1,1,2,1,1,1,3
Belle de jour,3,5,1,4,"['unpredictable', 'tight_structure']",[],4,neutral,5,ambiguous,5,5,5,5,4,False,4,4,5,1,2,5,1,1,1,4
A Man for All Seasons,3,3,3,5,"['tight_structure', 'strong_pacing']",[],5,bittersweet,5,earned,4,5,5,4,3,False,4,3,5,1,3,4,2,1,1,1
Repulsion,4,5,1,5,"['unpredictable', 'tight_structure']",[],3,sad,5,earned,5,5,5,5,5,False,5,4,5,1,2,4,2,1,1,4
Zulu,4,4,2,4,"['strong_pacing', 'tight_structure']",[],3,bittersweet,4,earned,4,5,4,4,4,False,5,4,4,1,1,3,1,1,1,2
Goldfinger,4,4,2,3,"['plot_twists', 'strong_pacing']",['predictable'],4,energized,4,satisfying,4,5,4,4,3,False,5,5,4,3,3,2,1,1,1,1
The Birds,3,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",['narrative_inconsistency'],3,neutral,3,ambiguous,4,5,4,4,4,False,1,1,4,1,1,3,1,3,3,4
Cape Fear,3,3,1,4,"['strong_pacing', 'tight_structure']",['predictable'],4,neutral,5,earned,5,5,4,4,3,False,5,5,5,1,2,3,1,3,1,3
Peeping Tom,3,5,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,sad,5,earned,5,5,5,5,4,False,5,4,5,4,3,4,3,1,1,3
The Magnificent Seven,3,2,2,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",3,bittersweet,3,satisfying,3,2,3,3,3,False,3,3,4,1,2,2,1,2,2,3
Les yeux sans visage,3,5,1,4,"['tight_structure', 'unpredictable']",[],3,bittersweet,5,earned,4,5,4,5,4,False,5,3,4,1,1,2,1,1,5,5
Invasion of the Body Snatchers,3,4,1,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,sad,5,earned,5,5,5,4,5,False,4,3,5,3,4,3,1,1,1,4
Rebel Without a Cause,3,5,2,4,['tight_structure'],[],5,bittersweet,4,earned,4,5,4,4,3,False,4,3,5,1,1,3,1,1,1,3
The Ladykillers,3,3,2,3,"['unpredictable', 'plot_twists']","['predictable', 'cliche']",4,neutral,3,ambiguous,4,2,3,4,3,False,4,5,4,1,2,2,1,1,1,2
Sabrina,3,3,4,3,['tight_structure'],['predictable'],4,happy,4,satisfying,4,4,4,4,3,False,4,4,5,1,2,1,1,1,1,1
The Quiet Man,3,3,4,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",4,happy,4,satisfying,5,5,4,5,3,False,4,4,5,1,2,2,1,1,1,2
The Day the Earth Stood Still,2,2,3,2,[],"['predictable', 'cliche', 'narrative_inconsistency']",2,disappointed,2,rushed,2,1,2,3,3,False,3,3,2,2,2,2,1,1,1,3
The African Queen,3,4,3,4,"['strong_pacing', 'tight_structure']",[],5,happy,4,satisfying,4,5,4,4,3,False,4,3,5,1,1,2,1,1,1,2
Gilda,3,3,1,4,"['unpredictable', 'tight_structure']",['cliche'],5,bittersweet,4,earned,4,5,4,4,3,False,4,5,5,1,1,3,1,1,1,3
Fantasia,2,5,3,3,['unpredictable'],['narrative_inconsistency'],2,neutral,4,satisfying,4,5,4,5,5,False,5,5,5,1,3,4,2,3,3,1
The Invisible Man,4,4,1,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],3,energized,4,earned,4,4,4,4,4,False,4,4,5,1,2,3,1,2,1,3
Dark Waters,3,3,2,4,"['strong_pacing', 'tight_structure']",[],3,bittersweet,4,earned,4,4,4,3,3,False,3,3,4,1,2,4,3,1,3,3
Searching,5,5,2,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,5,4,4,4,4,False,4,3,4,1,1,4,1,3,1,3
Once Upon a Time... in Hollywood,3,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,4,4,5,4,False,4,5,5,1,5,4,2,2,1,4
Nelyubov,3,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,sad,4,earned,4,5,4,5,3,False,4,3,5,1,1,4,1,1,1,3
The Florida Project,3,4,1,3,['tight_structure'],['predictable'],5,sad,3,abrupt,5,5,4,4,3,False,3,3,5,1,1,3,1,1,1,3
Just Mercy,3,3,3,4,"['strong_pacing', 'tight_structure']",['predictable'],4,bittersweet,4,earned,4,4,4,3,3,False,4,4,5,1,1,3,1,1,1,3
Gifted,4,3,4,4,"['strong_pacing', 'tight_structure']",[],4,happy,4,satisfying,4,3,4,3,3,False,4,3,5,1,1,2,1,1,1,3
The Peanut Butter Falcon,3,4,4,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,4,4,4,4,3,False,4,5,5,3,1,2,1,1,2,3
Victoria,4,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,sad,4,earned,5,5,4,5,3,False,4,4,5,1,1,3,1,3,1,4
Mustang,3,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,4,3,False,4,3,5,3,3,3,1,1,1,3
Guardians of the Galaxy Vol. 2,3,4,4,3,"['unpredictable', 'plot_twists', 'strong_pacing']","['predictable', 'cliche']",5,bittersweet,4,earned,4,4,4,5,5,False,4,5,4,5,5,3,1,3,1,3
Baby Driver,5,4,2,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,4,4,5,4,False,5,5,4,1,2,2,1,3,1,3
Only the Brave,3,3,2,4,"['strong_pacing', 'tight_structure']",['predictable'],4,sad,5,earned,4,4,4,4,4,False,4,4,5,1,1,2,1,3,1,3
Bridge of Spies,3,3,3,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,3,4,4,3,False,4,3,5,1,2,3,1,1,1,3
Incredibles 2,4,2,5,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",4,energized,4,satisfying,4,3,3,5,5,False,4,4,5,5,4,2,1,4,1,3
Moana,4,3,5,4,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",4,energized,4,satisfying,5,4,4,5,5,False,5,5,4,1,5,1,1,1,1,3
Sicario,4,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,disappointed,4,earned,5,5,4,5,4,False,5,3,5,1,1,3,1,1,2,2
Creed,4,4,3,4,"['strong_pacing', 'tight_structure', 'unpredictable']",['cliche'],4,bittersweet,4,satisfying,4,4,4,4,3,False,4,4,5,5,5,2,1,2,1,3
Leviafan,2,4,1,4,"['tight_structure', 'unpredictable']",['predictable'],4,sad,5,earned,4,5,4,5,3,False,4,3,5,1,4,4,2,1,3,3
Hell or High Water,4,4,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,ambiguous,5,5,5,5,4,False,5,5,5,1,1,3,1,1,1,3
Philomena,3,3,2,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,3,3,False,4,3,5,3,3,3,1,1,1,3
Dawn of the Planet of the Apes,3,3,2,4,"['unpredictable', 'plot_twists', 'strong_pacing']",[],3,bittersweet,4,earned,4,4,4,4,5,False,4,3,4,5,3,3,1,1,3,3
El cuerpo,4,3,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],3,energized,4,satisfying,4,4,4,3,3,False,4,3,4,1,1,4,1,1,1,5
Serbuan maut,5,4,1,4,"['strong_pacing', 'tight_structure']",[],3,energized,4,earned,5,5,5,4,4,False,5,4,4,3,1,1,1,3,1,3
End of Watch,5,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,sad,5,earned,5,5,4,4,4,False,4,4,5,1,1,3,1,3,1,3
Kari-gurashi no Arietti,3,3,5,3,['tight_structure'],['predictable'],4,bittersweet,4,satisfying,5,3,4,5,5,False,5,5,4,1,1,1,1,1,1,3
A Star Is Born,4,2,1,4,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",4,sad,4,earned,4,5,4,4,3,False,5,5,5,1,2,2,1,3,1,4
True Grit,3,3,2,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,5,4,4,5,4,False,4,4,5,1,1,3,1,1,3,3
Hævnen,3,4,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,3,3,False,4,3,4,4,2,4,1,1,1,3
Despicable Me,3,3,5,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",3,happy,4,earned,3,5,3,3,3,False,4,4,5,1,1,1,1,1,1,3
50/50,4,4,2,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,4,4,4,3,3,False,4,4,5,1,1,3,1,1,1,3
Kick-Ass,4,4,1,4,"['unpredictable', 'plot_twists', 'strong_pacing']",[],4,bittersweet,4,satisfying,4,4,4,4,3,False,4,5,4,1,4,2,1,2,1,3
Celda 211,5,4,1,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,sad,5,earned,5,5,5,4,3,False,4,3,5,1,1,3,1,1,1,3
Moneyball,4,4,4,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,4,4,4,3,3,False,4,3,5,1,2,3,2,1,1,3
La piel que habito,3,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,sad,4,earned,4,5,4,5,4,False,5,4,5,1,2,4,1,1,1,5
Zombieland,4,4,2,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",4,happy,4,earned,4,4,4,3,3,False,3,4,5,1,2,1,1,2,1,3
Die Welle,4,4,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,sad,5,earned,4,5,4,3,3,False,4,4,4,3,4,4,1,1,1,3
Sherlock Holmes,5,4,3,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,energized,4,satisfying,4,3,4,4,4,False,4,3,5,3,4,3,1,3,1,3
The Blind Side,3,2,5,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",2,happy,4,earned,3,3,3,3,3,False,3,3,4,1,1,1,1,1,1,3
The Visitor,2,5,1,2,['unpredictable'],"['plot_holes', 'narrative_inconsistency']",2,neutral,2,ambiguous,2,4,3,4,3,False,3,3,3,1,2,5,1,2,1,3
Seven Pounds,3,3,2,2,[],"['plot_holes', 'predictable', 'cliche']",3,sad,2,abrupt,3,3,3,3,3,False,4,3,4,1,1,3,1,1,1,2
Eastern Promises,4,4,1,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,neutral,4,satisfying,5,5,4,4,4,False,5,3,5,3,2,3,1,1,1,3
Stardust,4,4,4,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,happy,4,satisfying,4,3,4,4,4,False,4,3,4,1,4,3,1,1,1,3
The Secret of Kells,3,5,4,4,"['strong_pacing', 'tight_structure']",['predictable'],3,bittersweet,4,earned,5,4,4,5,5,False,5,4,3,1,5,3,1,1,1,3
Inside Man,4,4,1,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,neutral,4,satisfying,4,4,4,3,3,False,4,4,5,1,2,4,1,1,1,3
Gone Baby Gone,4,4,1,5,"['unpredictable', 'plot_twists', 'tight_structure', 'strong_pacing']",[],4,bittersweet,5,earned,4,5,4,3,3,False,4,3,5,1,1,4,1,1,1,3
La Vie En Rose,3,3,1,3,"['unpredictable', 'tight_structure']",['narrative_inconsistency'],4,bittersweet,4,earned,4,5,4,4,3,False,4,5,5,1,4,3,1,1,1,3
Huo Yuan Jia,3,3,4,4,"['strong_pacing', 'tight_structure']",['predictable'],2,bittersweet,4,earned,4,4,4,4,4,False,4,5,4,4,4,3,1,2,1,3
The Illusionist,3,3,3,4,"['plot_twists', 'tight_structure', 'unpredictable']",['predictable'],3,energized,4,earned,4,3,3,4,4,False,4,4,4,1,1,3,1,1,1,5
Dead Man's Shoes,4,4,1,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,3,3,False,4,4,5,1,1,3,1,1,1,3
Harry Potter and the Half-Blood Prince,2,3,3,2,"['plot_twists', 'strong_pacing']","['predictable', 'narrative_inconsistency']",3,sad,4,earned,4,3,3,5,4,False,3,3,4,5,5,3,1,2,1,3
300,5,4,1,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",3,bittersweet,4,earned,4,5,4,5,5,False,4,4,4,3,2,2,1,2,1,3
Match Point,3,4,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,neutral,5,earned,4,5,4,3,3,False,4,4,4,3,3,4,1,1,1,5
Watchmen,2,4,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,bittersweet,3,earned,4,4,4,5,4,False,4,5,4,1,5,5,2,3,1,3
